english,russian
Upcoming,"Предстоящий, наступающий"
Update,"Обновлять, обновление"
Uphill,В гору
Uphold,"Соблюдать, поддерживать"
Upper,Верхний
Upright,"Вертикальный, стоячий"
Upright,Честный
Uprising (rising),Восстание
Upset,"Расстраивать, расстроенный"
Upside down,Вверх ногами
Up-to-date,"Современный, актуальный"
Upwards (upward),Вверх
Urban,Городской
Urge,"Побуждать, гнать и т.д."
Urgent,Срочный
Usage,Применение
Used to,Когда-то бывало
Useful,Полезный
Utility,Полезность
Utilize,Использовать
Utter,"Полный, абсолютный"
Utter,"Издать, произнести"
Vacation,"Отпуск, каникулы"
Vague,Смутный
Vain,"Тщеславный, самолюбивый"
Vain,"Напрасный, безрезультатный"
Valid,Действительный
Valley,Долина
Valve,"Задвижка, вентиль"
Van,Фургон
Vanish,Исчезнуть
Vapor,Пар
Variety,"Разнообразие, множество"
Varnish,"Лак, лакировать"
Vary,"Меняться, разниться"
Vase,Ваза
Vast,"Просторный, простор"
Vault,"Свод, небосвод"
Vault,"Хранилище, об. в подвале"
Veer,Резко свернуть
Vegetable,Овощ
Vegetation,Растительность
Vehicle,Транспортное средство
Veil,"Вуаль, закрывать"
Vein,Вена
Velocity,Быстрота перемещения
Velvet,Бархат
Vendor,"Продавец, торговец"
Vengeance,Отмщение
Vent,"Выход, отдушина"
Venture,"Авантюра, предприятие, решиться"
Verb,Глагол
Verge,Обочина
Verge,"Грань, предел"
Verify,Проверить
Versatile,"Универсальный, разносторонний"
Verse,Стих
Vessel,Сосуд
Vessel,Судно
Vest,Жилет
Via,Через
Viable,Жизнеспособный
Vice,"Порок, недостаток"
Vice versa,(и) наоборот
Vicinity,"Окрестность, близость"
Vicious,"Злобный, жестокий"
Victim,Жертва
Vigil,"Дежурство, бдение"
Vigor,"Сила, энергия, здоровье"
Villain,Негодяй
Vine,Виноград (растение)
Vinegar,Уксус
Violate,Нарушать
Violent,"Яростный, жестокий"
Violet,Фиолетовый
Violin,Скрипка
Virgin,"Девственница, дева"
Virtual,"Действительный, фактический"
Virtue,"Достоинство, добродетель"
Visible,Видимый
Vision,Зрение или видение
Visit,"Посетить, посещение"
Vital,"Жизненный, жизненно важный"
Vivid,Яркий
Vocabulary,Словарный запас
Vocation,Призвание или профессия
Void,"Недействительный, пустой"
Volatile,"Изменчивый, нестабильный"
Volume,Громкость
Volume,"Том, книга"
Volume,Объём
Voluntary,Добровольный
Vomit,"Рвота, блевать"
Vote,Голосовать
Vow,"Клятва, торжественное обещание"
Voyage,"Путешествие, рейс"
Vulnerable,"Уязвимый, чувствительный"
Wad,Комок или пачка (денег)
Wade,"Брод, переходить вброд"
Waffle,"Вафля, вафельный"
Wag,"Махать, вилять"
Wage,"Заработок, оплата"
Wail,"Вопить, вопль"
Waist,Талия
Waiter,Официант
Waive,"Отказаться, воздержаться от"
Wake (up),Просыпаться или будить
Wallet,Бумажник
Wallpaper,Обои
Walnut,Грецкий орех
Wander,"Бродить, блуждать"
Wane,Убывать
Ward,"Палата, отделение, камера"
Ward,"Округ, район"
Ward off,"Предотвратить, отогнать"
Warden,"Смотритель, надзиратель"
Wardrobe,"Шкаф, гардероб"
Warehouse,Склад
Warfare,Военные действия
Warmth,Тепло
Warn,Предостерегать
Warp,Деформироваться
Warrant,"Гарантировать, ручаться"
Warrior,Воин
Wary,"Осторожный, настороженный"
Wash down,Запивать
Wash up,Умыться
Wash up,Помыть посуду
Waste,"Отходы, обрезки, потери и т.п."
Waste,Тратить (впустую)
Watch,Часы (наручные)
Watchful,Бдительный
Water down,"Разбавить, ослабить"
Watercolor,Акварель
Waterfall,Водопад
Wave,Волна
Wave,"Махать, колебаться"
Waver,Дрогнуть
Wax,Воск
Weak,Слабый
Wealth,Богатство
Weapon,Оружие
Wear,"Надевать, носить"
Wear off,"Сойти на нет, выветриться"
Wear out,"Измотать, истрепать"
Weary,Утомленный
Weave,"Плести, ткать"
Wedding,Свадьба
Wedge,"Клин, клиновидный"
Weed,"Сорняк, пропалывать"
Weep,Рыдать
Weigh,Весить
Weight,Вес
Weird,"Нереальный, странный"
Welcome,"Желанный, приятный"
Weld,"Сварка, сваривать"
Welfare,"Пособие, мат. помощь"
Welfare,Благополучие
Well-being,Благополучие
Well-off,Обеспеченный
Wet,"Мокрый, мочить"
Whack,"Удар, сильно бить"
Whale,Кит
Whatsoever,Совсем (не)
Wheat,Пшеница
Wheel,Колесо
Whereabouts,Местонахождение
Whereas,Тогда как
Whereby,Посредством чего
Whim,"Каприз, прихоть"
Whine,"Ныть, скулить"
Whip,"Кнут, хлестать"
Whirl,"Вихрь, кружиться"
Whisk,Сделать быстрое движение
Whisper,Шептать
Whistle,"Свист, свистеть, свисток"
Whiz,"Ловкач, умелец (в области)"
Whiz,"Просвистеть, пронестись"
Wholesale,Опт
Whore,Шлюха
Wicked,"Злобный, безнравственный"
Widespread,Распространенный
Widow,Вдова
Width,Ширина
Wield,"Владеть, управляться"
Wiggle,Шевелить
Wilderness,"Глушь, дикая местность"
Wildlife,Дикая природа
Willow,Ива
Wince,"Поморщиться, поёжиться"
"Wind (wound, wound)","Наматывать, виться, петлять"
Wind up,Заканчивать
Windowpane,Оконное стекло
Wine,Вино
Wink,Подмигивать
Wipe,"Вытирать, салфетка"
Wipe out,Уничтожить
Wire,"Проволока, провод"
Wise,Мудрый
Wit,"Ум, остроумие"
Witch,Ведьма
Withdraw,"Отводить, убирать"
Wither,"Увянуть, засохнуть"
Withhold,"Утаивать, удерживать"
Withstand,Выдерживать
Witness,Свидетель
Wizard,Волшебник
Wobble,"Качаться, шататься"
Woe,Горе
Wonder,"Удивление, удивляться"
Wonder,Хотеть знать
Woo,"Ухаживать, добиваться"
Wood,"Древесина, лес"
Wool,"Шерсть, шерстяной"
Work out,Тренироваться
Work out,"Получиться, сработать"
Workshop,"Мастерская, студия"
Worldwide,Всемирный
Worm,Червь
Worry,Волновать (ся)
Worsen,Ухудшать
Worship,"Почитать, поклоняться"
Worth,"Стоимость, стоящий"
Worthwhile,Стоящий
Wound,"Рана, ранить"
Wrap,Заворачивать
Wrath,Ярость
Wreath,Венок
Wreck,"Разрушать, крушение, развалина"
Wrench,Гаечный ключ
Wrestle,Бороться
Wretched,"Жалкий, несчастный"
Wrinkle,"Морщина, сморщиваться"
Wrist,Запястье
Write out,Выписать (документ)
Wrongdoing,"Проступок, правонарушение"
Yacht,Яхта
Yank,Дергать
Yard,Двор
Yawn,Зевать
Yearn,"Тосковать, жаждать"
Yell,"Кричать, вопить"
Yield,Уступать
Yield,Приносить (доход)
Youngster,"Юноша, ребёнок"
Youth,"Молодёжь, молодость"
Zeal,"Рвение, усердие"
Zipper,Молния (застёжка)
